obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"581.4505"	"581.4505+"	"60"	""		"78119.798"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
"582.052"	"582.0498+"	"25"	"4.00e+05"	B+	"78403.061"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"582.3890"	"582.3887+"	"300"	""		"76196.767"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
"582.4800"	"582.4801+"	"150"	""		"78119.798"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
"582.772"	"582.7719+"	"1"	""		"78119.798"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"583.063"	"583.062+"	"20h"	""		"79212.465"	"96358.56"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[5/2]*"	"3"		""	"L4739"	
"584.083"	"584.081+"	"4h"	""		"79212.465"	"96328.62"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"2"		""	"L4739"	
"584.343"	"584.3393+"	"5"	""		"78119.798"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"584.546"	"584.541+"	"1"	""		"79212.465"	"96315.16"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11d"	"2[1/2]*"	"1"		""	"L4739"	
"584.621"	"584.618+"	"2"	""		"77185.041"	"94285.50"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"0"		""	"L4739"	
"584.985"	"584.984+"	"3h"	""		"78956.031"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
"585.6509"	"585.6509+"	"15"	""		"77269.145"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"587.5018"	"587.5019+"	"100"	""		"77269.145"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L7292"	
"587.892"	"587.893+"	"6"	""		"77185.041"	"94190.24"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[3/2]"	"2"		""	"L4739"	
"588.912"	"588.912+"	"20"	""		"78956.031"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"589.4988"	"589.4989+"	"100"	""		"77269.145"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
"589.562"	"589.5688+"	"2h"	""		"78956.031"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"589.856"	"589.8569+"	"8"	""		"78956.031"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"590.4462"	"590.4459+"	"20"	""		"78403.061"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"590.676"	"590.674+"	"3"	""		"77185.041"	"94110.15"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[5/2]"	"2"		""	"L4739"	
"591.190"	"591.192+"	"5*"	""		"79212.465"	"96122.77"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"1"		""	"L4739"	
"591.190"	"591.1903+"	"5*"	""		"78403.061"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"591.665"	"591.666+"	"4"	"1.30e+05"	B	"79212.465"	"96109.22"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).12s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"592.185"	"592.186+"	"10"	""		"77185.041"	"94066.95"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9p"	"2[1/2]"	"1"		""	"L4739"	
"592.2550"	"592.2548+"	"20"	""		"78403.061"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L7292"	
"592.556"	"592.5565+"	"6"	""		"78403.061"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"593.1241"	"593.1245+"	"80"	""		"77269.145"	"94124.342"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"0"		""	"L7292"	
"593.4172"	"593.4169+"	"100"	""		"78403.061"	"95249.953"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"4"		""	"L7292"	
"596.328"	"596.318+"	"4"	""		"78956.031"	"95720.95"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"0"		""	"L4093c2"	
"597.282"	"597.28+"	"1h"	""		"79986.618"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"597.4152"	"597.4161+"	"40"	""		"79212.465"	"95946.582"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"3"		""	"L7292"	
"597.829"	"597.828+"	"2"	""		"80196.629"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"5"		""	"L4739"	
"597.942"	"597.944+"	"1"	""		"79212.465"	"95931.80"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[5/2]*"	"2"		""	"L4739"	
"598.623"	"598.6217+"	"4"	""		"79212.465"	"95912.880"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[1/2]*"	"1"		""	"L4739"	
"598.918"	"598.9186+"	"30"	""		"79212.465"	"95904.600"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"2"		""	"L4739"	
"599.8115"	"599.8116+"	"30"	"5.80e+05"	B+	"78119.798"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L7292"	
"600.7909"	"600.7905+"	"15"	"1.60e+05"	B+	"78119.798"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"600.978"	"600.978+"	"8"	"2.10e+05"	B	"78956.031"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"601.410"	"601.4121+"	"1h"	"1.3e+04"	C	"78956.031"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"602.289"	"602.288+"	"1h-"	""		"80322.746"	"96921.51"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[5/2]"	"3"		""	"L4739"	
"602.676"	"602.6742+"	"4"	""		"79212.465"	"95800.584"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<1/2>).7s"	"2[1/2]*"	"1"		""	"L4739"	
"602.978"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"602.978"	"602.98+"	"15*"	""		"88708.466"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"3"		""	"L4103"	
"603.136"	"603.136+"	"1h-"	""		"80118.962"	"96694.39"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).12d"	"2[3/2]*"	"1"		""	"L4739"	
"603.492"	"603.4910+"	"2"	""		"78119.798"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"604.338"	"604.338+"	"10"	""		"78956.031"	"95498.48"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4739"	
"604.800"	"604.799+"	"6h"	""		"80196.629"	"96726.47"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"5"		""	"L4739"	
"606.491"	"606.489+"	"1h"	""		"79986.618"	"96470.39"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"2"		""	"L4739"	
"606.752"	"606.751+"	"2h"	""		"79986.618"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"606.777"	"606.775+"	"1h"	""		"79986.618"	"96462.63"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"1"		""	"L4739"	
"609.338"	"609.337+"	"3"	""		"80322.746"	"96729.49"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[5/2]"	"3"		""	"L4739"	
"609.515"	"609.52+"	"1-"	""		"80322.746"	"96724.5"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).10f"	"2[3/2]"	"1"		""	"L4739"	
"610.388"	"610.387+"	"3"	"1.20e+05"	B	"79212.465"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"610.837"	"610.8352+"	"8"	"1.80e+05"	C+	"79212.465"	"95578.961"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"611.1761"	"611.1760+"	"30"	""		"78956.031"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L7292"	
"611.1951"	"611.1949+"	"40"	"7.0e+05"	C	"78403.061"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"611.486"	"611.485+"	"10"	""		"77269.145"	"93618.24"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		""	"L4739"	
"612.391"	"612.389+"	"5"	""		"79771.267"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"612.636"	"612.6362+"	"15"	""		"78956.031"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"613.147"	"613.146+"	"1"	""		"80118.962"	"96423.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4739"	
"614.213"	"614.212+"	"1h"	""		"80196.629"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"4"		""	"L4739"	
"614.370"	"614.3687+"	"4"	""		"78956.031"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"614.497"	"614.496+"	"20hw"	""		"80196.629"	"96465.63"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[9/2]"	"5"		""	"L4739"	
"615.2070"	"615.2069+"	"20"	""		"78119.798"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"616.216"	"616.2174+"	"3"	""		"78956.031"	"95179.580"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"0"		""	"L4739"	
"616.3661"	"616.3661+"	"90"	""		"78119.798"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"616.3935"	"616.3931+"	"80"	""		"77185.041"	"93403.966"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"2"		""	"L7292"	
"617.8303"	"617.8300+"	"150"	""		"77185.041"	"93366.245"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"2"		""	"L7292"	
"617.9665"	"617.9665+"	"120"	""		"77185.041"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
"618.2420"	"618.2418+"	"300"	""		"78119.798"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"618.416"	"618.4167+"	"3"	""		"78119.798"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"618.910"	"618.9102+"	"20"	"1.30e+05"	B	"77269.145"	"93422.108"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"619.140"	"619.139+"	"4h"	""		"80322.746"	"96469.73"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"3"		""	"L4739"	
"619.389"	"619.387+"	"1h"	""		"80322.746"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"619.549"	"619.5494+"	"1"	""		"76196.767"	"92333.066"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L4739"	
"619.8260"	"619.8256+"	"100"	"6.60e+05"	B+	"77269.145"	"93398.253"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"620.0892"	"620.0889+"	"60"	""		"79212.465"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"620.149"	"620.147+"	"3h"	""		"79986.618"	"96107.36"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"2"		""	"L4739"	
"620.535"	"620.534+"	"6h"	""		"79986.618"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"620.575"	"620.575+"	"4"	""		"79986.618"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"620.6297"	"620.6299+"	"20"	""		"78119.798"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
"620.911"	"620.9101+"	"3"	""		"79212.465"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"622.084"	"622.0844+"	"1"	""		"79212.465"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L4739"	
"622.4168"	"622.4172+"	"40"	""		"79212.465"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L7292"	
"623.081"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[7/2]"	"3"		""	"L4103"	
"623.081"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"624.209"	"624.2055+"	"8"	""		"79212.465"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"626.1212"	"626.1211+"	"50"	""		"78403.061"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"626.5302"	"626.5301+"	"40*"	""		"76196.767"	"92153.279"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"1"		""	"L7292"	
"626.5302"	"626.52+"	"40*"	""		"80322.746"	"[96279.6]"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).12p"	"2[1/2]"	"1"		""	"L7292"	
"626.834"	"626.834+"	"1h"	""		"80970.438"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"4"		""	"L4739"	
"627.323"	"627.3219+"	"10"	""		"78403.061"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L4739"	
"627.699"	"627.699+"	"4"	""		"80118.962"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
"628.181"	"628.180+"	"5h"	""		"80196.629"	"96111.24"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[7/2]"	"4"		""	"L4739"	
"628.6011"	"628.600+"	"100"	""		"80196.629"	"96100.60"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[9/2]"	"5"		""	"L7292"	
"629.2649"	"629.2649+"	"50"	""		"78403.061"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"629.445"	"629.4462+"	"15"	""		"78403.061"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"631.497"	"631.4953+"	"15"	"3.10e+05"	B+	"78956.031"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"631.8062"	"631.8063+"	"500"	""		"78403.061"	"94226.320"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"4"		""	"L7292"	
"632.581"	"632.5804+"	"2"	"2.1e+04"	C	"78956.031"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"633.150"	"633.1449+"	"20"	""		"79771.267"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"633.397"	"633.395+"	"40hl"	""		"80322.746"	"96106.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"3"		""	"L4739"	
"633.758"	"633.757+"	"8hl"	""		"80322.746"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"634.498"	"634.499+"	"2h"	""		"80970.438"	"96726.56"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"4"		""	"L4739"	
"635.577"	"635.5750+"	"20"	""		"78956.031"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"638.324"	"638.330+"	""	""		"80196.629"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
"640.705"	"640.70+"	""	""		"81925.514"	"97529.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).19f"	"2[5/2]"	"2"		""	"L11704"	
"641.238"	"641.236+"	"10"	""		"79986.618"	"95577.20"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"2"		""	"L4739"	
"641.841"	"641.8389+"	"30"	""		"79986.618"	"95562.546"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
""	"641.8929+"	""	"2.3e+05"	C+	"79212.465"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	""	
"641.898"	"641.8996+"	"30h"	""		"79986.618"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"642.133"	"642.13+"	""	""		"81925.514"	"97494.3"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).18f"	"2[5/2]"	"2"		""	"L11704"	
"643.0155"	"643.0141+"	"20"	"3.00e+05"	B+	"79212.465"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"643.501"	"643.512+"	""	""		"80322.746"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
"643.832"	"643.83+"	""	""		"81925.514"	"97453.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).17f"	"2[5/2]"	"2"		""	"L11704"	
"643.890"	"643.91+"	""	""		"80322.746"	"[95848.6]"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"2"		""	"L11704"	
"644.870"	"644.870+"	"2h*"	""		"80970.438"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"4"		""	"L4739"	
"644.870"	"644.870+"	"2h*"	""		"80970.438"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"3"		""	"L4739"	
"645.048"	"645.048+"	"7"	""		"78119.798"	"93618.24"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		""	"L4739"	
"645.179"	"645.179+"	"10hl"	""		"80970.438"	"96465.72"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[9/2]"	"4"		""	"L4739"	
"645.871"	"645.89+"	""	""		"81925.514"	"97403.8"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).16f"	"2[5/2]"	"2"		""	"L11704"	
"646.150"	"646.150+"	"3"	"1.20e+05"	C+	"80118.962"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"646.9705"	"646.9705+"	"300"	""		"77269.145"	"92721.530"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[3/2]*"	"2"		""	"L7292"	
"647.2841"	"647.2843+"	"150"	""		"77269.145"	"92714.038"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[3/2]*"	"1"		""	"L7292"	
"648.363"	"648.37+"	""	""		"81925.514"	"97344.5"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).15f"	"2[5/2]"	"2"		""	"L11704"	
"648.7765"	"648.7765+"	"120"	"9.40e+05"	B	"77269.145"	"92678.516"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[5/2]*"	"2"		"T5099"	"L7292"	
